"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
1655,435,"Dd6.3",68,9669269.73,3.799,71.61,5,20,NA
1656,402,"Dn2.3",75,9666699.62,3.349,49.77,5,5,NA
1657,822,"Dc2.3",59,9653260.3,3.714,62.05,5.8,20,NA
1658,579,"Dd2.2",35,9651983.92,3.492,65.68,9.1,20,NA
1659,844,"Dc4.3",61,9634940.09,3.856,56.65,20,20,NA
1660,1039,"Dn2.3",75,9626181.25,3.373,71.14,20,20,NA
1661,864,"Dd1.1",5,9624971.49,3.817,61.91,20,5,NA
1662,718,"Do5.1",26,9621249.82,3.844,62.62,5,7,NA
1663,430,"Do6.2",56,9618885.98,3.798,71.62,5,20,NA
1664,1068,"Do5.1",26,9609084.61,2.061,27.98,20,11.5,NA
1665,1184,"Dn6.1",21,9607881.94,3.335,71.57,17.4,20,NA
1666,903,"Df4.3",73,9603800.17,3.448,73,17.7,20,NA
1667,980,"Df4.3",73,9600635.19,3.73,74.42,20,13,NA
1668,930,"Do5.2",55,9599495.05,4.106,79.13,16.9,9.3,NA
1669,868,"Dd4.1",8,9596634.19,3.813,56.57,20,20,NA
1670,791,"Df4.1",15,9594143.81,3.646,63.88,9.7,20,NA
1671,578,"Do2.1",23,9588081.42,3.31,49.13,5,20,NA
1672,651,"Do3.2",53,9577768.14,2.808,41.04,7.9,8.8,NA
1673,1137,"Do7.1",28,9571679.87,2.061,27.97,20,20,NA
1674,1301,"Dn2.1",17,9566778.98,3.657,62.62,19.9,20,NA
1675,611,"Dd2.1",6,9559807.82,3.492,65.68,9.1,20,NA
1676,897,"Df4.3",73,9555968.13,3.734,61.99,15.7,5,NA
1677,1132,"Do5.1",26,9553053.52,4.029,75.53,20,8.9,NA
1678,837,"Dd4.1",8,9551481.41,3.764,82.94,14.5,5,NA
1679,1123,"Dn4.1",19,9551468.19,3.161,76.04,20,20,NA
1680,971,"Do2.3",81,9546350.63,4.1,79.13,17.4,11.8,NA
1681,875,"Dn6.3",79,9519901.22,3.397,73.59,16.8,20,NA
1682,1024,"Do1.3",80,9518446.84,1.365,30.49,20,20,NA
1683,786,"Do4.3",83,9518124.14,3.441,73,14.7,11.8,NA
1684,913,"Dd7.2",40,9510101.3,3.847,56.63,20,20,NA
1685,961,"Dd6.2",39,9497819.21,6.954,122.8,20,5.8,NA
1686,1129,"Df2.1",13,9495768.88,2.061,27.98,20,16.5,NA
1687,961,"Dn3.1",18,9493508.55,3.29,71.49,20,20,NA
1688,704,"Df1.2",41,9489600.17,3.801,62.01,8.7,20,NA
1689,935,"Dd7.3",69,9479447.26,3.846,56.64,20,20,NA
1690,626,"Dd7.3",69,9477286.19,4.026,64.39,8.2,8.4,NA
1691,860,"Do4.1",25,9469434.13,3.719,74.43,17.2,5,NA
1692,662,"Dd4.3",66,9459808.97,3.475,65.66,5,20,NA
1693,517,"Dn2.3",75,9458182.05,5.397,93.46,6.8,5,NA
1694,1016,"Do3.3",82,9440249.29,3.777,62.54,20,20,NA
1695,1003,"Do5.1",26,9423540.42,2.595,41.02,20,10.2,NA
1696,1163,"Do2.1",23,9422435.46,4.027,75.51,20,12.3,NA
1697,687,"Df2.2",42,9421402.91,3.77,83.53,10.1,15.6,NA
1698,1011,"Df4.1",15,9418465.58,3.73,74.42,20,5,NA
1699,785,"Df4.3",73,9415575.55,3.646,63.88,9.4,20,NA
1700,510,"Do2.1",23,9408343.04,5.395,93.47,6.4,5,NA
1701,762,"Dn4.1",19,9405066.49,3.803,62.1,11.6,20,NA
1702,679,"Do7.1",28,9400320.74,4.031,64.35,7.6,12.4,NA
1703,605,"Do4.1",25,9397733.64,3.769,83.54,8.1,14.3,NA
1704,938,"Do3.3",82,9392502.02,3.701,62.44,20,20,NA
1705,814,"Df2.2",42,9391278.87,0.945,17.12,13.5,20,NA
1706,869,"Dn6.1",21,9386884.8,3.397,73.59,16.3,20,NA
1707,761,"Do6.1",27,9372398.1,3.649,62.63,5,20,NA
1708,790,"Df1.2",41,9369389.85,3.453,72.98,13.3,20,NA
1709,568,"Do2.3",81,9363903.82,3.311,49.12,5,20,NA
1710,630,"Df2.1",13,9352800.72,3.798,62.03,8.3,20,NA
1711,1286,"Dd3.2",36,9346069.98,3.794,56.46,20,20,NA
1712,577,"Dd4.3",66,9333877.25,4.053,77.35,7.9,8,NA
1713,893,"Do3.3",82,9325326.76,3.819,61.98,7,5.1,NA
1714,855,"Dc3.1",2,9321352.2,3.823,62,5.1,13.3,NA
1715,1206,"Do2.3",81,9316907.12,4.027,75.5,20,20,NA
1716,892,"Df1.1",12,9312757.57,0.945,17.14,13.8,20,NA
1717,1183,"Dn2.3",75,9312083.9,4.033,75.51,20,18.5,NA
1718,1061,"Dd3.3",65,9307003.75,3.519,64.22,20,20,NA
1719,1127,"Do3.3",82,9306466.09,3.659,62.61,20,20,NA
1720,416,"Do1.3",80,9305184.04,3.31,49.1,5,12,NA
1721,480,"Dd1.2",34,9291145.2,3.667,65.67,7.3,7.4,NA
1722,908,"Dd6.2",39,9277255.51,3.817,61.91,12.9,6.8,NA
1723,702,"Do6.2",56,9276201.53,3.487,65.65,11.6,20,NA
1724,1093,"Do2.1",23,9274736,1.363,30.5,20,20,NA
1725,595,"Do4.3",83,9253231.53,3.311,49.13,5,20,NA
1726,858,"Dn4.3",77,9252413.7,4.509,97.94,14.6,6.1,NA
1727,368,"Dd6.2",39,9241769.98,3.799,62.17,8.1,20,NA
1728,644,"Dd1.2",34,9237880.67,3.632,64.45,7.8,5,NA
1729,1087,"Do5.1",26,9236404.78,3.727,74.4,20,16.8,NA
1730,1121,"Dc2.3",59,9223375.62,1.353,30.46,20,20,NA
1731,596,"Dd5.1",9,9217851.82,3.635,64.47,8.9,5,NA
1732,921,"Do5.2",55,9210434.62,1.601,25.82,20,20,NA
1733,734,"Df1.2",41,9209692.05,3.776,83.5,9.9,20,NA
1734,775,"Dn4.3",77,9209529.98,3.803,62.07,11.5,20,NA
1735,518,"Do2.3",81,9208728.92,5.395,93.46,6.3,5,NA
1736,1230,"Dc3.2",31,9186546.35,3.669,62.6,20,20,NA
1737,1071,"Dc4.3",61,9186492.43,1.361,30.48,20,20,NA
1738,906,"Dc3.2",31,9177688.04,3.3,77.78,14.5,20,NA
1739,1003,"Dd6.3",68,9172025.93,6.957,122.78,20,5,NA
1740,867,"Df4.1",15,9164791.61,4.108,79.11,14.5,6,NA
1741,839,"Df2.1",13,9164704.33,3.721,74.43,16.1,6.1,NA
1742,1152,"Dc2.1",1,9161585.46,1.352,30.46,20,20,NA
1743,1173,"Do1.3",80,9158530.86,3.348,77.91,20,16.7,NA
1744,678,"Do2.3",81,9157052.6,3.482,65.64,9.9,20,NA
1745,681,"Do7.2",57,9153796.22,4.031,64.35,7.6,13.1,NA
1746,868,"Do5.2",55,9132401.47,3.803,62.01,12.5,20,NA
1747,620,"Do4.3",83,9129834.56,3.769,83.54,7.8,14.9,NA
1748,1186,"Dc1.3",58,9128230.01,3.605,63.82,7.6,20,NA
1749,929,"Dc5.2",33,9126395.58,2.771,26.38,18.3,5,NA
1750,698,"Dd4.1",8,9117287.71,3.653,64.51,5,20,NA
1751,1111,"Df2.1",13,9114242.42,0.901,14.321,18.8,18.4,NA
1752,970,"Do5.1",26,9109579.28,1.6,25.84,20,20,NA
1753,483,"Do1.1",22,9096619.3,5.11,93.78,6,5,NA
1754,1050,"Do5.2",55,9095524.33,3.371,71.14,18.8,11.7,NA
1755,702,"Do2.1",23,9088772.17,2.784,41.02,11.2,9.5,NA
1756,792,"Do3.3",82,9073153.81,2.606,41.05,11.7,9.9,NA
1757,724,"Dd4.1",8,9071393.09,4.007,64.4,5,20,NA
1758,876,"Do5.1",26,9067584.11,3.649,63.86,8.6,20,NA
1759,1026,"Do5.1",26,9066600.9,3.367,71.16,19.8,15.6,NA
1760,586,"Dn4.1",19,9053429.56,5.137,93.77,7.1,5,NA
1761,700,"Dn4.1",19,9032559.8,3.806,69.17,9.5,20,NA
1762,865,"Do4.3",83,9030844.16,3.721,74.42,16.4,5,NA
1763,875,"Dc3.1",2,9021670.75,3.299,77.79,13.2,20,NA
1764,1054,"Dc2.1",1,9019072.85,3.604,63.87,6.5,20,NA
1765,1019,"Do3.3",82,9018520.35,3.783,72.78,17.8,20,NA
1766,900,"Df3.1",14,9017396.74,0.945,17.14,13.4,20,NA
1767,691,"Do6.1",27,9009878.7,3.487,65.65,10.3,20,NA
1768,1125,"Do2.3",81,9004184.07,2.611,40.92,20,13.7,NA
1769,1132,"Dn1.2",45,9002122.59,3.821,61.95,12.1,6.1,NA
1770,1031,"Do2.3",81,8999917.33,3.658,73.65,18.6,20,NA
1771,879,"Dn2.3",75,8983940.35,3.648,63.85,9.4,20,NA
1772,1179,"Dn4.3",77,8983544.95,3.786,72.81,20,17.7,NA
1773,733,"Df1.1",12,8981705.68,3.801,62.04,8.2,20,NA
1774,1027,"Dd6.2",39,8964296.24,7.575,130.92,17.5,5,NA
1775,1163,"Df2.2",42,8958762.7,2.061,27.98,20,16.8,NA
1776,798,"Df4.1",15,8950459.78,3.775,83.5,11.3,18.1,NA
1777,852,"Dn4.1",19,8950237.01,3.494,65.64,14.3,20,NA
1778,1037,"Do3.2",53,8950197.92,1.301,30.25,11.7,20,NA
1779,799,"Do3.3",82,8944272.55,3.29,77.82,10.1,13.6,NA
1780,930,"Dn2.1",17,8940020.47,3.649,63.87,9.9,20,NA
1781,914,"Dn4.3",77,8937391.57,3.466,72.95,15.7,12.2,NA
1782,1162,"Df4.3",73,8936260.93,2.056,27.98,20,14.3,NA
1783,913,"Do3.3",82,8929620.11,4.484,98,13.5,5,NA
1784,709,"Do3.2",53,8920284.8,3.293,71.54,12.6,20,NA
1785,994,"Do6.2",56,8911166.25,3.818,61.93,10.5,11.4,NA
1786,1092,"Dd3.2",36,8909820.74,3.851,56.6,20,20,NA
1787,1222,"Do3.2",53,8909318.46,3.655,62.6,20,20,NA
1788,1123,"Do4.3",83,8907773.55,1.362,30.48,20,20,NA
1789,813,"Do4.1",25,8907367.41,3.44,73,13.2,13.3,NA
1790,829,"Do6.1",27,8899086.59,3.797,62.62,5,5,NA
1791,1023,"Dn2.1",17,8897784.87,3.452,72.99,18.9,20,NA
1792,999,"Dd3.2",36,8897129.8,3.547,72.35,17.2,20,NA
1793,1060,"Do2.1",23,8887112.1,3.658,73.66,18.5,20,NA
1794,1225,"Do1.3",80,8862358.82,3.131,76.09,20,7.8,NA
1795,831,"Dc2.1",1,8849345.88,3.715,62.06,5.3,20,NA
1796,354,"Dd5.1",9,8820027.89,3.801,62.22,8.6,20,NA
1797,859,"Df4.3",73,8818973.41,4.108,79.11,13.6,5.5,NA
1798,783,"Df4.3",73,8812050.88,3.775,83.5,11.2,16.4,NA
1799,728,"Dc4.1",3,8805491.68,3.292,71.54,12.9,19.1,NA
1800,809,"Dd1.1",5,8790737.79,3.844,62.66,5,20,NA
1801,1021,"Df3.1",14,8780594.27,3.817,61.91,10.7,17,NA
1802,786,"Df1.1",12,8772578.03,3.652,62.64,7.6,20,NA
1803,677,"Do2.3",81,8767135.96,3.678,65.63,9.7,5,NA
1804,1024,"Df2.1",13,8749597.58,0.989,15.98,15.4,20,NA
1805,1033,"Dd3.2",36,8747653.18,3.584,64.22,18.6,20,NA
1806,981,"Dd6.3",68,8747133.18,7.571,130.96,16.9,5,NA
1807,861,"Dn4.1",19,8731600.83,3.69,65.64,14.1,20,NA
1808,966,"Do4.1",25,8723838.87,3.819,56.54,20,20,NA
1809,779,"Do5.1",26,8719359.97,2.786,41.02,11.9,11,NA
1810,974,"Dc5.3",62,8715253.76,2.77,26.39,17.6,5,NA
1811,948,"Do5.2",55,8713793.16,3.449,72.98,17.5,11.6,NA
1812,661,"Dd4.3",66,8710785.33,4.056,76.54,7.4,20,NA
1813,1119,"Df4.3",73,8704209.26,0.897,14.341,18.6,15.9,NA
1814,1097,"Dc4.1",3,8699151.23,3.82,61.97,7.9,14.4,NA
1815,767,"Do4.1",25,8696151.14,3.799,62.04,8.3,20,NA
1816,1161,"Do4.1",25,8694856.63,1.363,30.48,20,20,NA
1817,1255,"Dn6.3",79,8688342.55,3.335,71.57,15.9,20,NA
1818,718,"Dd2.2",35,8685515.95,4.026,64.39,8.6,11.4,NA
1819,1334,"Dn5.2",49,8682857.61,3.661,62.6,19.3,20,NA
1820,1198,"Df4.1",15,8682156.61,2.055,27.98,20,11.8,NA
1821,523,"Df1.1",12,8681725.3,3.349,49.77,5,5,NA
1822,907,"Df1.2",41,8668487.15,0.945,17.14,13.2,20,NA
1823,1170,"Dc1.1",0,8661591.6,3.604,63.82,6.4,20,NA
1824,493,"Dc1.3",58,8660307.41,3.348,49.78,5,5,NA
1825,670,"Do2.1",23,8657010.2,3.667,65.63,8,20,NA
1826,1046,"Dc2.3",59,8652706.57,1.593,25.92,20,20,NA
1827,1453,"Dn2.3",75,8647244.4,3.658,62.61,20,20,NA
1828,731,"Dn4.3",77,8644364.33,3.806,69.16,9.5,18.7,NA
1829,1190,"Dn3.1",18,8642132.71,0.9,14.311,20,20,NA
1830,857,"Do1.3",80,8632654.8,3.817,61.97,5,20,NA
1831,973,"Do3.2",53,8626121.3,3.819,61.97,7.3,5.5,NA
1832,1022,"Dn2.3",75,8625801.47,3.45,72.98,18.1,20,NA
1833,1767,"Dd6.3",68,8622056.66,3.684,62.55,20,20,NA
1834,1064,"Dc2.1",1,8620550.17,1.592,25.92,20,20,NA
1835,976,"Do4.3",83,8611646.04,3.819,56.54,20,20,NA
1836,892,"Do3.2",53,8609837.77,2.581,41.04,12.8,6.8,NA
1837,992,"Dd4.3",66,8608808.57,3.845,56.65,20,11.3,NA
1838,1169,"Do6.2",56,8605883.44,2.059,27.98,20,14.4,NA
1839,891,"Dd2.2",35,8605656.73,3.645,64.44,8.6,20,NA
1840,1140,"Do2.3",81,8600230.81,1.364,30.49,20,20,NA
1841,509,"Do1.3",80,8596697.89,5.111,93.78,5.7,5,NA
1842,1194,"Dd2.1",6,8592920.7,3.616,63.63,20,20,NA
1843,881,"Dc4.1",3,8592202.37,3.291,77.82,11.4,18.8,NA
1844,682,"Dd4.1",8,8591694.1,4.054,77.35,8,6.6,NA
1845,1094,"Dn3.2",47,8578376.41,0.942,15.21,18.1,20,NA
1846,1105,"Dd2.1",6,8576684.99,3.848,56.64,20,20,NA
1847,715,"Dn4.1",19,8575262.84,3.809,71.61,7.1,20,NA
1848,988,"Dc4.1",3,8571892.53,3.703,62.32,17.5,20,NA
1849,634,"Do3.2",53,8565596.83,3.311,49.13,5,20,NA
1850,1131,"Dn3.2",47,8562791.35,3.287,77.8,20,20,NA
1851,349,"Dd4.3",66,8557578.33,3.799,62.27,6.9,20,NA
1852,496,"Df1.2",41,8545875.07,3.349,49.77,5,5,NA
1853,846,"Df4.1",15,8542651.23,3.801,62.01,9.9,20,NA
1854,1289,"Do3.3",82,8534399.85,3.354,77.89,20,20,NA
1855,781,"Dd4.3",66,8531685.7,3.845,62.67,5,9.3,NA
1856,1261,"Dc4.1",3,8527311.88,3.666,62.6,20,20,NA
1857,906,"Do1.3",80,8521235.31,2.784,40.91,13.4,12.6,NA
1858,1134,"Do6.2",56,8519639.45,0.898,14.323,18.6,7.1,NA
1859,628,"Dd1.1",5,8519216.36,3.629,64.46,6.7,5,NA
1860,1149,"Df2.2",42,8517859.93,0.901,14.319,18.9,18.3,NA
1861,1351,"Dd7.3",69,8500768.57,3.786,56.54,20,20,NA
1862,1093,"Do3.2",53,8498635.35,3.784,72.78,18.1,20,NA
1863,1439,"Dd1.2",34,8498279,3.681,62.6,17.9,20,NA
1864,831,"Dd4.3",66,8475999.38,3.723,64,11.3,20,NA
1865,1121,"Dn3.1",18,8466992.98,0.942,15.21,18.2,20,NA
1866,737,"Dd2.1",6,8460849.84,4.027,64.39,8.3,11.7,NA
1867,1154,"Df4.1",15,8459576.48,0.897,14.343,18.7,14.1,NA
1868,360,"Dd2.1",6,8458365.4,3.799,62.16,7.4,20,NA
1869,959,"Df3.3",72,8450442.22,0.945,17.15,13.6,20,NA
1870,1199,"Do6.1",27,8443854.51,2.06,27.98,20,14.4,NA
1871,1067,"Dd3.2",36,8443301.07,3.519,64.23,20,20,NA
1872,1098,"Do5.2",55,8441857.12,3.681,72.69,18.4,20,NA
1873,1103,"Dc4.1",3,8441722.37,3.769,56.39,19.6,20,NA
1874,960,"Dd5.1",9,8440967.16,3.767,82.96,15.8,5,NA
1875,1171,"Dn3.1",18,8427196.19,3.287,77.8,20,20,NA
1876,1136,"Do7.2",57,8423776.71,0.899,14.313,18.4,8,NA
1877,1146,"Do2.3",81,8423184.66,3.363,71.14,20,20,NA
1878,1224,"Dn4.1",19,8418375.22,3.278,77.67,20,20,NA
1879,952,"Dn3.2",47,8405192.95,3.761,63.23,13.3,20,NA
1880,674,"Dd3.3",65,8384417.37,3.31,49.13,5,20,NA
1881,962,"Do3.2",53,8383187.92,4.486,97.99,13.5,5,NA
1882,816,"Do3.2",53,8372458.65,3.292,77.81,10.1,13.8,NA
1883,849,"Df2.2",42,8368665.91,3.721,74.44,16.4,5,NA
1884,1096,"Dd3.3",65,8368471.94,3.851,56.6,20,20,NA
1885,1052,"Dc5.3",62,8354879.49,3.853,56.68,20,20,NA
1886,1133,"Do2.1",23,8349143.73,3.363,71.15,20,12.5,NA
1887,1198,"Dn3.2",47,8345329.95,0.901,14.312,20,20,NA
1888,1316,"Dn4.1",19,8342942.92,3.333,71.55,17.6,20,NA
1889,1228,"Dc4.1",3,8342282.11,3.784,72.79,20,20,NA
1890,1130,"Dd1.1",5,8340391.2,3.722,64.01,20,20,NA
1891,1031,"Do6.1",27,8339629.09,3.818,61.94,9.1,6.8,NA
1892,996,"Dn3.1",18,8333062.44,3.761,63.23,13.6,20,NA
1893,763,"Dd2.2",35,8330161.94,3.843,62.66,5,20,NA
1894,733,"Dn4.3",77,8316299.9,3.809,71.61,7.4,20,NA
1895,1055,"Dc4.3",61,8314666.97,1.605,25.88,20,20,NA
1896,822,"Do6.2",56,8311635.4,3.797,62.64,5,5,NA
1897,1175,"Dc2.1",1,8302064.03,3.667,63.82,5,16.7,NA
1898,1052,"Dc4.1",3,8301291.59,1.605,25.89,20,20,NA
1899,1099,"Dc4.3",61,8300587.34,3.769,56.39,20,20,NA
1900,1159,"Dd3.3",65,8300369.03,3.353,77.91,20,20,NA
1901,1007,"Do5.2",55,8296053.59,3.729,74.41,17.5,11,NA
1902,942,"Do2.3",81,8280492.91,3.641,63.76,10.3,13.4,NA
1903,1109,"Dd2.2",35,8278882.31,3.848,56.64,20,20,NA
1904,1140,"Dd3.2",36,8275106.75,3.353,77.91,20,20,NA
1905,911,"Dn6.3",79,8271877.48,3.786,62.58,12,5,NA
1906,318,"Dd1.1",5,8269579.94,3.799,62.18,5,20,NA
1907,1238,"Dc1.1",0,8267251.22,2.056,27.96,20,16.7,NA
1908,783,"Do5.1",26,8260482.67,3.773,83.52,10.1,13.6,NA
1909,795,"Dd4.1",8,8260158.54,3.666,65.65,5,20,NA
1910,1037,"Dc3.1",2,8254257.23,3.671,62.57,20,11,NA
1911,1015,"Dn2.1",17,8251662.23,4.496,97.98,14.6,6.4,NA
1912,1240,"Dn4.3",77,8251567.61,3.162,76.03,20,20,NA
1913,1091,"Do3.2",53,8249604.29,3.777,62.55,17.1,20,NA
1914,1079,"Dd3.3",65,8240263.18,3.761,63.21,16.7,20,NA
1915,680,"Dd3.2",36,8239214.47,3.31,49.13,5,20,NA
1916,1272,"Dc3.2",31,8235620.71,1.35,30.44,20,20,NA
1917,1323,"Dn5.1",20,8224611.38,3.785,72.81,20,18.6,NA
1918,934,"Df2.1",13,8221735.47,0.797,16.62,10.2,19.5,NA
1919,794,"Dd2.1",6,8216156.49,3.843,62.66,5,20,NA
1920,1090,"Dc5.2",33,8214938.49,3.853,56.67,20,20,NA
1921,700,"Dd6.2",39,8214279.28,3.681,65.66,9.1,5,NA
1922,981,"Dd1.1",5,8211736.49,3.764,82.98,14.6,5,NA
1923,1292,"Df3.1",14,8211686.28,2.059,27.98,20,14.6,NA
1924,1019,"Dn5.1",20,8205465.49,4.499,97.97,14.2,5.8,NA
1925,572,"Dc1.1",0,8201380.27,3.849,62.62,9,5,NA
1926,837,"Do2.3",81,8199457.96,2.785,40.92,10.3,9.9,NA
1927,1320,"Dn6.3",79,8199191.1,3.279,77.66,20,20,NA
1928,1056,"Do5.2",55,8198241.53,2.636,40.76,18.9,16.5,NA
1929,1194,"Dd6.3",68,8196516.07,3.499,77.76,20,20,NA
1930,956,"Dn5.2",49,8195850.63,4.502,97.96,14.3,5,NA
1931,1269,"Dd3.3",65,8191182.18,3.134,76.1,20,14.3,NA
1932,804,"Df3.3",72,8183620.48,3.844,62.64,5,16.9,NA
1933,1178,"Dc3.1",2,8168033.59,3.863,62.59,19,14.9,NA
1934,761,"Dc2.3",59,8162685.07,3.432,72.99,5,5,NA
1935,1330,"Dn2.1",17,8156049.77,3.784,72.81,20,20,NA
1936,935,"Dn2.1",17,8148592.1,4.107,79.13,14.1,5.6,NA
1937,1222,"Do5.1",26,8145715.12,1.299,30.23,14.3,20,NA
1938,1078,"Df2.2",42,8142345.63,0.989,15.98,15.7,20,NA
1939,999,"Dn2.1",17,8141103.56,1.008,21.03,12.3,17.7,NA
1940,996,"Dd5.2",38,8138540.55,3.772,82.97,17.1,5,NA
1941,874,"Dd1.1",5,8134761.47,3.816,56.59,20,20,NA
1942,1023,"Dc4.3",61,8134046.33,3.702,62.31,20,15.1,NA
1943,941,"Dc4.3",61,8132145.22,3.29,77.82,11.6,18.6,NA
1944,713,"Dd4.1",8,8128317.07,4.058,76.54,7.8,20,NA
1945,1281,"Dc3.1",2,8126832.89,1.351,30.46,20,20,NA
1946,944,"Dd1.2",34,8123238.18,3.765,82.97,14.9,5,NA
1947,726,"Dd6.3",68,8121179.51,3.492,65.66,8.6,20,NA
1948,1184,"Dc1.3",58,8114946.35,2.055,27.96,20,13.6,NA
1949,1268,"Dd3.2",36,8113841.84,3.134,76.1,20,11.9,NA
1950,1109,"Dc3.1",2,8098704.03,1.591,25.88,20,20,NA
1951,1068,"Dd3.2",36,8093686.62,3.371,73.62,18.3,20,NA
1952,1314,"Dn5.2",49,8092471.21,3.786,72.81,20,20,NA
1953,857,"Dc4.1",3,8068528.56,3.82,56.53,20,20,NA
1954,920,"Do1.1",22,8061904.64,3.817,61.97,5,14.9,NA
1955,1206,"Do6.1",27,8048053.22,0.898,14.321,18.3,6.9,NA
1956,968,"Dn6.1",21,8047446.32,3.786,62.59,11.9,5.4,NA
1957,719,"Do6.2",56,8044347.76,3.682,65.65,9.5,7.5,NA
1958,1045,"Dc3.2",31,8040862.57,4.496,97.98,15.8,5,NA
1959,1272,"Do1.3",80,8023957.37,2.618,40.91,20,19.3,NA
1960,815,"Df2.1",13,8018632.71,3.843,62.65,5,20,NA
1961,1412,"Dn3.1",18,8013791.61,1.301,30.23,14.6,20,NA
1962,1068,"Dd3.3",65,8009378.33,3.371,73.62,18,20,NA
1963,904,"Dd1.2",34,8007301.42,3.833,56.61,20,20,NA
1964,826,"Dd4.1",8,8004513.02,3.477,65.66,5,16.1,NA
1965,1046,"Dc3.1",2,8000539.34,4.494,97.98,15,5,NA
1966,836,"Do2.1",23,7988082.68,3.842,62.64,5,5,NA
1967,719,"Dc4.3",61,7982855.28,3.31,49.12,5,20,NA
1968,969,"Dd7.2",40,7976757.71,3.764,82.98,14.7,5,NA
1969,1139,"Dn1.3",74,7975485.25,3.821,61.94,12.8,5,NA
1970,1345,"Do3.3",82,7974746.64,3.136,76.09,20,11.6,NA
1971,1402,"Dn5.1",20,7971489.45,3.658,62.61,18.2,20,NA
1972,890,"Do6.2",56,7968926.7,4.028,64.38,9.8,14.1,NA
1973,1076,"Dd3.3",65,7963643.62,1.601,25.89,20,18.2,NA
1974,1170,"Dc3.2",31,7958264.98,3.864,62.59,18.1,12.1,NA
1975,1159,"Df1.1",12,7954660.47,0.991,16.03,14.4,20,NA
1976,1259,"Dd6.2",39,7951902.6,7.228,130.24,20,6,NA
1977,1080,"Dc4.1",3,7946051.93,2.772,26.38,17.8,5,NA
1978,1266,"Dn4.3",77,7945741.72,3.28,77.65,20,20,NA
1979,893,"Dn2.1",17,7942320.7,3.776,83.49,10.9,17.3,NA
1980,1350,"Dd6.2",39,7939663.28,3.791,56.51,20,20,NA
1981,1020,"Dd3.3",65,7936694.35,3.584,64.22,15.7,20,NA
1982,1419,"Dn3.2",47,7928132.42,1.301,30.21,16.6,20,NA
1983,1213,"Do7.1",28,7922073.42,0.9,14.313,18.4,7.3,NA
1984,1123,"Df1.2",41,7918952.78,0.991,16.01,14.5,20,NA
1985,1348,"Df1.1",12,7914786.85,2.06,27.99,20,18.4,NA
1986,1234,"Dc5.2",33,7912958.81,2.259,35.3,20,20,NA
1987,1103,"Dd3.3",65,7910752.32,3.806,64.9,17.6,20,NA
1988,1076,"Dn3.2",47,7907713.64,3.356,77.93,20,20,NA
1989,645,"Do4.1",25,7902216.55,3.213,54.54,5.6,9.1,NA
1990,832,"Dd6.3",68,7895179.18,4.027,64.37,8.8,15.7,NA
1991,1126,"Do4.1",25,7893458.95,1.302,30.24,10,20,NA
1992,1100,"Dd4.1",8,7890130.45,3.845,56.65,20,12.2,NA
1993,1326,"Df3.3",72,7889700.81,2.059,27.98,20,16.2,NA
1994,1389,"Dd3.2",36,7887895.14,3.313,71.65,20,20,NA
1995,792,"Dd6.2",39,7883684.94,4.026,64.38,8.2,15.9,NA
1996,841,"Df3.1",14,7883238.11,3.844,62.64,5,20,NA
1997,827,"Do2.3",81,7876126.97,3.644,64.4,6.9,20,NA
1998,1414,"Dd3.3",65,7873534.09,3.313,71.65,20,20,NA
1999,726,"Do7.1",28,7872529.91,3.63,64.44,6.1,5,NA
2000,716,"Dd6.3",68,7868448.12,3.682,65.65,8.9,5,NA
2001,1078,"Dc4.1",3,7860760.85,4.486,98,13.8,5,NA
2002,1147,"Do1.1",22,7849897.72,3.673,74.69,18.4,8.8,NA
2003,1368,"Dc3.2",31,7845205.63,3.368,77.87,20,20,NA
2004,1248,"Dd6.2",39,7843643.16,3.497,77.76,20,20,NA
2005,840,"Df4.3",73,7840396.26,3.801,62.01,9,14.9,NA
2006,1229,"Df1.1",12,7836636.82,0.899,14.348,18.6,20,NA
2007,736,"Dn1.2",45,7835584.22,3.869,71.02,7.9,20,NA
2008,1079,"Dd3.2",36,7834640.42,1.601,25.89,20,17.4,NA
2009,986,"Dn2.3",75,7831459.74,4.108,79.12,14.4,6,NA
2010,885,"Dc4.3",61,7824008.94,3.819,56.53,20,20,NA
2011,1343,"Do3.2",53,7821668.55,3.138,76.08,20,11.7,NA
2012,727,"Dc4.1",3,7818463.48,3.31,49.13,5,20,NA
2013,880,"Do6.1",27,7813614.3,4.028,64.38,8.7,12,NA
2014,1195,"Do3.3",82,7809898.85,4.149,58.44,17.7,6.6,NA
2015,340,"Dd2.2",35,7799727.19,3.798,62.16,6.2,20,NA
2016,1114,"Dn3.1",18,7799380.87,3.356,77.93,20,20,NA
2017,1362,"Dc4.1",3,7792237.18,3.356,77.89,20,20,NA
2018,1107,"Dd3.2",36,7791870.08,3.806,64.89,16.9,20,NA
2019,895,"Df1.1",12,7788375.94,3.845,62.63,5,18.8,NA
2020,1166,"Dn4.1",19,7787060.41,3.691,74.66,20,17.6,NA
2021,690,"Dn4.3",77,7779205.8,5.138,93.76,6.7,5,NA
2022,1357,"Dc4.3",61,7769963.08,3.665,62.6,20,20,NA
2023,1005,"Df2.2",42,7765303.32,0.797,16.62,10.6,20,NA
2024,1193,"Dc5.3",62,7762684.85,2.26,35.25,20,6.5,NA
